G;+;Дата;Время;Документ;Номер;Комментарий;АвтоматическийВвод;УникальныйИдентификатор;флВ;УникальныйИдентификаторА2000;ОтборВЖурнале;ИД_Ефа;Филиал документа;Филиал и тип журнала документов;Тип журнала документов;Поступление;Отгрузка;Контрагент;Основание;Номер входящего документа;;
;+;11.12.13;12:00:00;Поступление товаров;00000114353;Номер документа в Е-Фарма 13323958;1;;;;;DE566B3E-EE39-4BE2-AC8F-F49261CFA480;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3791,48;;Роста;Договор поставки №76 от 02.09.2010 г.;13323958;10.12.13;10.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114361;Номер документа в Е-Фарма 13331843;1;;;;;DB8CD21D-7FD0-423A-A23D-5F4161E6494E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3470,62;;Роста;Договор поставки №76 от 02.09.2010 г.;13331843;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114379;Номер документа в Е-Фарма 13331618;1;;;;;C67561F0-38F4-4C97-A8DC-7CBDD3561B05;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2801,12;;Роста;Договор поставки №76 от 02.09.2010 г.;13331618;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114385;Номер документа в Е-Фарма 13332869;1;;;;;63B3D05A-75FA-4995-AFE5-9833622EC734;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3363,64;;Роста;Договор поставки №76 от 02.09.2010 г.;13332869;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114387;Номер документа в Е-Фарма 13324905;1;;;;;6442368F-C9A1-4EDA-B0AE-E43EA797884A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3452,59;;Роста;Договор поставки №76 от 02.09.2010 г.;13324905;10.12.13;10.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114388;Номер документа в Е-Фарма 13331621;1;;;;;F792064D-415D-4AC7-9871-31156B3CCCFB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3135,2;;Роста;Договор поставки №76 от 02.09.2010 г.;13331621;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114395;Номер документа в Е-Фарма 13323864;1;;;;;6486423C-7A23-45F7-8C1C-20959D2AB320;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2867,1;;Роста;Договор поставки №76 от 02.09.2010 г.;13323864;10.12.13;10.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114396;Номер документа в Е-Фарма 13334078;1;;;;;99B0A1CD-DB1D-4AAD-8B96-BD86608490D1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3211,47;;Роста;Договор поставки №76 от 02.09.2010 г.;13334078;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114397;Номер документа в Е-Фарма 13333812;1;;;;;ABDB3AE8-28AF-4C7C-B371-DBCDC17B02E9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8670,98;;Роста;Договор поставки №76 от 02.09.2010 г.;13333812;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114402;Номер документа в Е-Фарма 13331607;1;;;;;36630483-5FAD-49E1-8241-409184CC29E8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7092,03;;Роста;Договор поставки №76 от 02.09.2010 г.;13331607;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114408;Номер документа в Е-Фарма 13331624;1;;;;;3016399E-221F-4C16-8B1E-1B5D2571012B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6758,32;;Роста;Договор поставки №76 от 02.09.2010 г.;13331624;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114418;Номер документа в Е-Фарма 13332317;1;;;;;0F1E3A6A-8978-4403-9A0B-6C42F5EE7E4A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5162,15;;Роста;Договор поставки №76 от 02.09.2010 г.;13332317;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114436;Номер документа в Е-Фарма 13332468;1;;;;;67BFF602-E95F-46F5-B517-0AEDC4A8ABB3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2635,26;;Роста;Договор поставки №76 от 02.09.2010 г.;13332468;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114442;Номер документа в Е-Фарма 13331847;1;;;;;101C64EB-D6DA-4F99-A7CD-082F916C4764;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3862;;Роста;Договор поставки №76 от 02.09.2010 г.;13331847;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114472;Номер документа в Е-Фарма 13333405;1;;;;;4BFF2145-C745-4EAB-9177-0A22E9978B63;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5876,07;;Роста;Договор поставки №76 от 02.09.2010 г.;13333405;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114485;Номер документа в Е-Фарма 13334093;1;;;;;670D95DA-C193-434C-816F-65A84B77EC38;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3293,7;;Роста;Договор поставки №76 от 02.09.2010 г.;13334093;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114532;Номер документа в Е-Фарма 13332594;1;;;;;D7AAB7A4-D355-45C9-8206-105B3650B3B1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2380,38;;Роста;Договор поставки №76 от 02.09.2010 г.;13332594;11.12.13;11.12.13
;+;12.12.13;12:00:00;Поступление товаров;00000114568;Номер документа в Е-Фарма 13334100;1;;;;;4FA4BC10-CD21-4F84-BB93-5A8F4AB20DEC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2162,71;;Роста;Договор поставки №76 от 02.09.2010 г.;13334100;11.12.13;11.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114604;Номер документа в Е-Фарма 13337056;1;;;;;7EA55D97-9704-4005-AA24-50541D91A4E1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3284,79;;Роста;Договор поставки №76 от 02.09.2010 г.;13337056;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114612;Номер документа в Е-Фарма 13335853;1;;;;;D85F238F-3A9F-4F38-928D-2266A60BC5B6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2247,33;;Роста;Договор поставки №76 от 02.09.2010 г.;13335853;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114627;Номер документа в Е-Фарма 13338699;1;;;;;58931630-4747-4598-9311-B7659C3ABAD8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2420,16;;Роста;Договор поставки №76 от 02.09.2010 г.;13338699;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114642;Номер документа в Е-Фарма 13337822;1;;;;;473A959B-F798-4A41-91BA-81E1D8B1E0CD;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;252,19;;Роста;Договор поставки №76 от 02.09.2010 г.;13337822;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114673;Номер документа в Е-Фарма 13337453;1;;;;;30EE909C-997B-4177-BC63-850B84C508FD;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1929,75;;Роста;Договор поставки №76 от 02.09.2010 г.;13337453;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114675;Номер документа в Е-Фарма 13339396;1;;;;;7FF7A8C3-8D61-4D38-8382-7D9877DC9579;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5576,5;;Роста;Договор поставки №76 от 02.09.2010 г.;13339396;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114681;Номер документа в Е-Фарма 13339148;1;;;;;48CF7BF2-9C45-4F92-99A2-1AD0F5A3F137;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2676,25;;Роста;Договор поставки №76 от 02.09.2010 г.;13339148;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114682;Номер документа в Е-Фарма 13337753;1;;;;;1E2C5F50-3399-4D00-B53A-C81A9B5F8A25;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3439,14;;Роста;Договор поставки №76 от 02.09.2010 г.;13337753;13.12.13;13.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114688;Номер документа в Е-Фарма 13337655;1;;;;;3CE5A1D3-A3A6-4063-B9B9-FD45C0B73CC0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6299,79;;Роста;Договор поставки №76 от 02.09.2010 г.;13337655;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114689;Номер документа в Е-Фарма 13338929;1;;;;;10347644-C5C4-451F-8B16-F00F994F48F5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2026,58;;Роста;Договор поставки №76 от 02.09.2010 г.;13338929;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114697;Номер документа в Е-Фарма 13338958;1;;;;;4FC873DE-B8AC-426E-B5C3-EF6BA2EEDD18;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4203,63;;Роста;Договор поставки №76 от 02.09.2010 г.;13338958;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114698;Номер документа в Е-Фарма 13338431;1;;;;;FF51FFA3-D990-4D9B-BE13-AEA95130FC09;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;661,89;;Роста;Договор поставки №76 от 02.09.2010 г.;13338431;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114717;Номер документа в Е-Фарма 13337871;1;;;;;D09B2AC2-5BEB-45D6-816F-CA841319E87E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3576,88;;Роста;Договор поставки №76 от 02.09.2010 г.;13337871;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114760;Номер документа в Е-Фарма 13339381;1;;;;;B2C34B1D-7772-472F-A41B-BEE84A379EF4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2095,14;;Роста;Договор поставки №76 от 02.09.2010 г.;13339381;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114770;Номер документа в Е-Фарма 13337693;1;;;;;880006F4-995D-49CA-819D-BC467C6A967D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3303,61;;Роста;Договор поставки №76 от 02.09.2010 г.;13337693;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114774;Номер документа в Е-Фарма 13339394;1;;;;;94F2B665-97CA-4AA1-A88C-3B10D68DD4EA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2014,96;;Роста;Договор поставки №76 от 02.09.2010 г.;13339394;12.12.13;12.12.13
;+;13.12.13;12:00:00;Поступление товаров;00000114775;Номер документа в Е-Фарма 13331866;1;;;;;5657B7A2-217B-4741-B08C-08CDA33295D2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3223,37;;Роста;Договор поставки №76 от 02.09.2010 г.;13331866;11.12.13;11.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114883;Номер документа в Е-Фарма 13344343;1;;;;;99D23BF2-5083-4996-AF77-9FBFAD99ED67;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3491,28;;Роста;Договор поставки №76 от 02.09.2010 г.;13344343;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114884;Номер документа в Е-Фарма 13344866;1;;;;;13F45F90-4C92-48E0-81A0-3B78783B716A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;245,27;;Роста;Договор поставки №76 от 02.09.2010 г.;13344866;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114896;Номер документа в Е-Фарма 13344471;1;;;;;B22BAC54-1A75-49B4-8905-FB3140257ADA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3260,48;;Роста;Договор поставки №76 от 02.09.2010 г.;13344471;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114906;Номер документа в Е-Фарма 13344345;1;;;;;0495362D-52CC-49A4-86B3-BFB2C205185B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3952,19;;Роста;Договор поставки №76 от 02.09.2010 г.;13344345;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114914;Номер документа в Е-Фарма 13344881;1;;;;;93579F91-0C1E-462B-BD82-9E2E04E8ADEE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2305,29;;Роста;Договор поставки №76 от 02.09.2010 г.;13344881;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114937;Номер документа в Е-Фарма 13344370;1;;;;;378B5165-F48C-4BCE-BC1B-3416F760F98E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5176,25;;Роста;Договор поставки №76 от 02.09.2010 г.;13344370;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114949;Номер документа в Е-Фарма 13345834;1;;;;;A87767DD-5047-49D7-B0AE-6B467993F079;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2710,83;;Роста;Договор поставки №76 от 02.09.2010 г.;13345834;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114974;Номер документа в Е-Фарма 13344170;1;;;;;31A08031-E634-4FBB-A8D7-0747D42DE14D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1418,94;;Роста;Договор поставки №76 от 02.09.2010 г.;13344170;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114984;Номер документа в Е-Фарма 13344342;1;;;;;3FBC6501-E4CD-4E18-8CE6-8E23E21F41A5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3171,19;;Роста;Договор поставки №76 от 02.09.2010 г.;13344342;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114986;Номер документа в Е-Фарма 13345935;1;;;;;D0BA6D23-ABB9-42D2-8919-9EBB0E69C89C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2695,72;;Роста;Договор поставки №76 от 02.09.2010 г.;13345935;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000114998;Номер документа в Е-Фарма 13344874;1;;;;;A766EE8A-127B-41F2-BB60-8301855B106A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;154,12;;Роста;Договор поставки №76 от 02.09.2010 г.;13344874;13.12.13;13.12.13
;+;16.12.13;12:00:00;Поступление товаров;00000115002;Номер документа в Е-Фарма 13345860;1;;;;;CA312625-7326-4A24-9CE4-7981D242DEE9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2340,18;;Роста;Договор поставки №76 от 02.09.2010 г.;13345860;13.12.13;13.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115074;Номер документа в Е-Фарма 13351035;1;;;;;766CB366-BABA-4186-80D2-F7F5B8717A07;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10078,82;;Роста;Договор поставки №76 от 02.09.2010 г.;13351035;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115081;Номер документа в Е-Фарма 13342770;1;;;;;091D1505-FDBA-4CAA-B73D-EE27B27B989E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2117,95;;Роста;Договор поставки №76 от 02.09.2010 г.;13342770;13.12.13;13.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115088;Номер документа в Е-Фарма 13351104;1;;;;;0655770F-A954-4CEC-896D-557222EB8451;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;232,05;;Роста;Договор поставки №76 от 02.09.2010 г.;13351104;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115090;Номер документа в Е-Фарма 13351330;1;;;;;1F1DC51A-4101-4BE5-BE15-2EA8CF977753;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;21932,07;;Роста;Договор поставки №76 от 02.09.2010 г.;13351330;16.12.13;16.12.13
;+;17.12.13;12:00:00;Поступление товаров;00000115119;Номер документа в Е-Фарма 13350938;1;;;;;4D02D1A7-BF3D-40C6-A619-6467CCE2E95E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;40067,77;;Роста;Договор поставки №76 от 02.09.2010 г.;13350938;16.12.13;16.12.13
